,,,,,,,
,430,116,507,507,,,
,504,112,522,522,,,
,534,131,505,505,,,
,592,165,499,499,,,
,609,177,488,488,,,
,611,172,485,485,,,
,606,167,490,490,,,
,605,162,494,494,,,
,587,163,476,476,,,
,562,186,434,434,,,
,540,204,411,411,,,
,542,205,405,405,,,
,512,218,400,400,,,
,453,185,439,439,,,
,366,144,482,482,,,
,391,174,453,453,,,
,397,165,461,461,,,
,389,170,456,456,,,
,391,169,457,457,,,
,394,164,463,463,,,
,407,157,468,468,,,
,417,149,473,473,,,
,385,131,489,489,,,
,406,127,491,491,,,
,405,121,495,495,,,
,412,124,489,489,,,
,415,119,487,487,,,
,417,119,484,484,,,
,408,114,490,490,,,
,397,129,476,476,,,
,388,124,484,484,,,
,392,122,487,487,,,
,413,116,484,484,,,
,455,126,463,463,,,
,533,157,427,427,,,
,583,176,407,407,,,
,526,155,434,434,,,
,461,125,468,468,,,
,406,131,474,474,,,
,390,147,454,454,,,
,386,181,427,427,,,
,377,227,389,389,,,
,358,236,397,397,,,
,363,240,397,397,,,
,358,241,407,407,,,
,379,218,404,404,,,
,402,147,464,464,,,
,431,132,470,470,,,
,452,123,477,477,,,
,479,128,473,473,,,
,478,132,471,471,,,
,483,128,472,472,,,
,478,129,473,473,,,
,467,128,476,476,,,
,452,124,484,484,,,
,530,142,458,458,,,
,632,189,421,421,,,
,667,204,404,404,,,
,687,216,418,418,,,
,718,225,438,438,,,
,676,202,409,409,,,
,558,147,466,466,,,
,490,126,489,489,,,
,461,145,467,467,,,
,427,178,437,437,,,
,416,203,410,410,,,
,410,226,382,382,,,
,387,235,395,395,,,
,384,234,402,402,,,
,429,199,412,412,,,
,452,179,432,432,,,
,441,143,459,459,,,
,399,123,483,483,,,
,401,116,482,482,,,
,405,111,488,488,,,
,395,124,471,471,,,
,395,117,491,491,,,
,421,118,492,492,,,
,438,114,490,490,,,
,449,108,486,486,,,
,443,114,500,500,,,
,461,127,483,483,,,
,470,129,476,476,,,
,460,132,468,468,,,
,444,122,471,471,,,
,430,109,489,489,,,
,412,117,492,492,,,
,414,120,497,497,,,
,395,136,481,481,,,
,435,130,483,483,,,
,441,142,470,470,,,
,439,175,432,432,,,
,427,156,451,451,,,
,415,133,475,475,,,
,413,130,481,481,,,
,437,133,480,480,,,
,530,138,484,484,,,
,621,151,464,464,,,
,645,160,460,460,,,
,663,164,464,464,,,
,666,164,460,460,,,
,584,138,481,481,,,
,522,139,485,485,,,
,510,146,484,484,,,
,453,139,488,488,,,
,378,179,459,459,,,
,346,202,439,439,,,
,326,206,453,453,,,
,321,219,458,458,,,
,316,219,460,460,,,
,315,218,466,466,,,
,328,217,453,453,,,
,327,220,450,450,,,
,371,163,472,472,,,
,388,150,489,489,,,
,414,137,497,497,,,
,439,134,495,495,,,
,505,150,455,455,,,
,531,210,399,399,,,
,494,170,436,436,,,
,482,162,424,424,,,
,459,125,472,472,,,
,478,157,427,427,,,
,421,128,473,473,,,
,397,107,501,501,,,
,400,116,494,494,,,
,368,118,495,495,,,
,412,110,500,500,,,
,420,118,495,495,,,
,568,116,493,493,,,
,607,129,484,484,,,
,614,126,471,471,,,
,636,142,450,450,,,
,589,121,485,485,,,
,560,121,491,491,,,
,441,127,486,486,,,
,359,150,470,470,,,
,316,182,451,451,,,
,296,189,453,453,,,
,291,205,447,447,,,
,298,204,451,451,,,
,322,183,458,458,,,
,342,156,485,485,,,
,412,145,490,490,,,
,433,123,502,502,,,
,391,106,506,506,,,
,373,90,507,507,,,
,407,94,485,485,,,
,442,120,457,457,,,
,472,140,437,437,,,
,494,146,438,438,,,
,476,128,449,449,,,
,481,128,442,442,,,
,477,125,447,447,,,
,486,110,470,470,,,
,448,82,488,488,,,
,442,82,473,473,,,
,436,92,476,476,,,
,427,87,482,482,,,
,419,98,477,477,,,
,417,121,468,468,,,
,425,123,461,461,,,
,423,120,471,471,,,
,399,137,460,460,,,
,379,157,452,452,,,
,372,164,448,448,,,
,365,179,440,440,,,
,308,204,423,423,,,
,276,190,440,440,,,
,257,188,453,453,,,
,259,175,465,465,,,
,313,198,427,427,,,
,357,190,448,448,,,
,418,149,445,445,,,
,458,137,451,451,,,
,510,103,478,478,,,
,567,83,473,473,,,
,577,87,468,468,,,
,598,102,450,450,,,
,682,138,439,439,,,
,726,151,429,429,,,
,746,164,457,457,,,
,749,159,462,462,,,
,726,136,437,437,,,
,670,106,470,470,,,
,581,94,484,484,,,
,527,108,470,470,,,
,483,123,443,443,,,
,460,125,438,438,,,
,447,114,437,437,,,
,438,118,451,451,,,
,435,124,451,451,,,
,438,122,446,446,,,
,428,121,450,450,,,
,423,142,425,425,,,
,422,147,419,419,,,
,434,161,397,397,,,
,438,158,392,392,,,
,423,149,405,405,,,
,398,132,431,431,,,
,398,125,440,440,,,
,393,125,443,443,,,
,362,144,441,441,,,
,347,159,453,453,,,
,328,164,475,475,,,
,341,162,468,468,,,
,338,169,464,464,,,
,420,144,489,489,,,
,461,148,477,477,,,
,461,154,471,471,,,
,478,152,476,476,,,
,481,152,475,475,,,
,488,146,473,473,,,
,489,148,468,468,,,
,546,122,482,482,,,
,540,126,478,478,,,
,584,134,472,472,,,
,625,145,461,461,,,
,655,154,460,460,,,
,666,146,457,457,,,
,666,142,446,446,,,
,663,154,434,434,,,
,687,191,448,448,,,
,700,201,479,479,,,
,697,171,456,456,,,
,659,116,481,481,,,
,558,126,486,486,,,
,494,180,424,424,,,
,441,172,440,440,,,
,398,172,443,443,,,
,367,163,424,424,,,
,321,171,434,434,,,
,323,169,428,428,,,
,363,176,431,431,,,
,454,192,419,419,,,
,512,184,439,439,,,
,551,196,442,442,,,
,632,239,412,412,,,
,637,239,429,429,,,
,637,239,416,416,,,
,622,225,416,416,,,
,722,257,425,425,,,
,730,195,477,477,,,
,731,163,486,486,,,
,743,202,483,483,,,
,763,213,477,477,,,
,785,212,494,494,,,
,716,144,488,488,,,
,650,169,449,449,,,
,560,169,409,409,,,
,471,144,428,428,,,
,465,156,427,427,,,
,451,157,429,429,,,
,442,160,425,425,,,
,426,163,426,426,,,
,414,162,425,425,,,
,466,158,436,436,,,
,501,169,431,431,,,
,512,174,426,426,,,
,552,213,385,385,,,
,556,220,371,371,,,
,546,192,398,398,,,
,515,168,403,403,,,
,527,175,389,389,,,
,542,192,372,372,,,
,521,194,389,389,,,
,508,133,479,479,,,
,566,189,373,373,,,
,557,180,385,385,,,
,595,178,387,387,,,
,579,182,386,386,,,
,547,175,428,428,,,
,499,170,429,429,,,
,493,165,426,426,,,
,501,172,422,422,,,
,545,173,450,450,,,
,571,157,459,459,,,
,610,144,449,449,,,
,606,142,451,451,,,
,600,147,448,448,,,
,583,154,430,430,,,
,591,151,424,424,,,
,594,144,420,420,,,
,596,145,418,418,,,
,543,144,422,422,,,
,520,140,427,427,,,
,507,138,419,419,,,
,487,134,428,428,,,
,473,134,418,418,,,
,463,128,429,429,,,
,485,159,446,446,,,
,489,170,419,419,,,
,477,161,417,417,,,
,528,149,385,385,,,
,543,164,365,365,,,
,566,153,394,394,,,
,584,163,417,417,,,
,574,162,430,430,,,
,576,157,441,441,,,
,612,159,412,412,,,
,622,176,438,438,,,
,613,173,376,376,,,
,602,174,383,383,,,
,515,176,428,428,,,
,477,184,413,413,,,
,449,195,424,424,,,
,445,199,420,420,,,
,526,185,420,420,,,
,566,189,380,380,,,
,560,151,383,383,,,
,550,130,409,409,,,
,525,108,469,469,,,
,521,93,484,484,,,
,515,91,478,478,,,
,502,102,477,477,,,
,438,105,472,472,,,
,401,127,447,447,,,
,372,153,412,412,,,
,398,151,413,413,,,
,411,164,394,394,,,
,431,105,470,470,,,
,483,115,464,464,,,
,600,176,398,398,,,
,667,198,406,406,,,
,695,184,437,437,,,
,719,180,491,491,,,
,717,192,445,445,,,
,647,163,425,425,,,
,659,141,460,460,,,
,655,142,447,447,,,
,470,99,478,478,,,
,407,83,483,483,,,
,448,159,456,456,,,
,465,155,458,458,,,
,470,171,477,477,,,
,499,240,417,417,,,
,446,253,390,390,,,
,398,250,415,415,,,
,379,241,442,442,,,
,368,269,450,450,,,
,380,246,473,473,,,
,401,223,459,459,,,
,416,249,459,459,,,
,429,265,450,450,,,
,457,294,407,407,,,
,436,202,457,457,,,
,428,186,462,462,,,
,465,163,459,459,,,
,515,171,438,438,,,
,499,164,441,441,,,
,475,194,435,435,,,
,492,200,429,429,,,
,490,238,444,444,,,
,486,231,457,457,,,
,511,227,452,452,,,
,523,221,448,448,,,
,507,208,432,432,,,
,486,197,423,423,,,
,488,201,422,422,,,
,483,212,439,439,,,
,499,228,467,467,,,
,496,240,450,450,,,
,470,252,451,451,,,
,462,267,447,447,,,
,452,264,455,455,,,
,452,265,454,454,,,
,442,268,451,451,,,
,442,265,454,454,,,
,434,239,480,480,,,
,404,227,445,445,,,
,346,147,501,501,,,
,336,156,512,512,,,
,346,158,513,513,,,
,374,148,517,517,,,
,379,138,525,525,,,
,385,132,519,519,,,
,371,144,500,500,,,
,377,136,504,504,,,
,360,130,508,508,,,
,355,122,513,513,,,
,364,115,512,512,,,
,391,109,510,510,,,
,432,114,494,494,,,
,471,135,476,476,,,
,535,171,460,460,,,
,595,163,477,477,,,
,622,165,482,482,,,
,638,174,489,489,,,
,648,176,488,488,,,
,629,150,457,457,,,
,552,110,483,483,,,
,510,120,484,484,,,
,440,113,500,500,,,
,410,111,506,506,,,
,331,96,496,496,,,
,299,105,494,494,,,
,270,118,486,486,,,
,301,86,507,507,,,
,316,105,487,487,,,
,270,93,499,499,,,
,273,92,502,502,,,
,282,75,523,523,,,
,287,79,514,514,,,
,276,63,539,539,,,
,287,65,535,535,,,
,293,73,529,529,,,
,220,101,504,504,,,
,171,157,480,480,,,
,191,128,510,510,,,
,392,77,520,520,,,
,542,96,513,513,,,
,652,133,522,522,,,
,751,151,526,526,,,
,757,158,511,511,,,
,721,135,519,519,,,
,545,104,494,494,,,
,449,75,513,513,,,
,352,64,526,526,,,
,343,63,529,529,,,
,299,74,535,535,,,
,247,98,515,515,,,
,176,161,475,475,,,
,307,76,539,539,,,
,398,82,538,538,,,
,507,87,526,526,,,
,637,150,515,515,,,
,651,167,501,501,,,
,642,160,541,541,,,
,650,153,567,567,,,
,635,175,533,533,,,
,580,148,459,459,,,
,499,129,481,481,,,
,367,176,341,341,,,
,347,195,328,328,,,
,297,209,347,347,,,
,269,223,365,365,,,
,256,223,368,368,,,
,313,227,335,335,,,
,369,231,359,359,,,
,423,242,361,361,,,
,426,235,372,372,,,
,499,221,373,373,,,
,506,232,375,375,,,
,418,239,361,361,,,
,381,241,356,356,,,
,372,239,356,356,,,
,367,242,350,350,,,
,329,225,359,359,,,
,336,220,366,366,,,
,373,203,354,354,,,
,368,203,330,330,,,
,361,214,320,320,,,
,332,202,360,360,,,
,339,220,349,349,,,
,334,226,346,346,,,
,291,153,442,442,,,
,316,161,451,451,,,
,327,170,457,457,,,
,331,174,456,456,,,
,407,167,444,444,,,
,493,154,438,438,,,
,487,176,437,437,,,
,504,197,410,410,,,
,498,207,388,388,,,
,498,172,435,435,,,
,554,180,437,437,,,
,584,189,432,432,,,
,657,216,401,401,,,
,733,244,398,398,,,
,749,235,417,417,,,
,786,219,453,453,,,
,788,214,460,460,,,
,798,212,464,464,,,
,797,209,468,468,,,
,797,217,463,463,,,
